"(0 item) - ",""
"(1 item) - ","(1 товар) - "
"(%s items) - ","(товаров: %s) - "
"%s was added to your shopping cart.","товар <strong>«%s»</strong> добавлен в корзину"
"%s was updated in your shopping cart.","товар <strong>%s</strong> обновлён в корзине"
"* Required Fields","* обязательные поля"
"Add New Address","Добавить новый адрес"
"Add New Condition","Добавить условие продажи"
"Add product to shopping cart","Добавить товар в корзину"
"Add product(s) to shopping cart","Добавить товары в корзину"
"Add to Cart","в корзину"
"Add to Compare","сравнить"
"Add to Wishlist","запомнить"
"Address","Улица, дом, квартира"
"Address %s of %s","Адрес %s из %s"
"After Adding a Product Redirect to Shopping Cart","Перейти в корзину после добавления товара"
"Allow Guest Checkout","Разрешить гостям оформление заказов"
"Already registered?","Уже покупали у нас что-то?"
"Already registered? Click here to login","Уже покупали у нас что-то?"
"An error occurred in the process of payment","Ошибка во время процесса оплаты"
"An error occurred while deleting this condition.","При удалении условия продажи произошёл сбой."
"An error occurred while saving this condition.","При сохранении условия продажи произошёл сбой."
"Apply","применить"
"Apply Coupon","использовать промокод"
"Are you sure you would like to remove this item from the shopping cart?","Вы действительно хотите удалить этот товар из корзины?"
"Back","Вернуться"
"Back to Billing Information","Вернуться к информации о плательщике"
"Back to Select Addresses","Вернуться к выбору адресов"
"Back to Shipping Information","Вернуться к информации о доставке"
"Back to Shopping Cart","Вернуться в корзину"
"Based on your selection, you may be interested in the following items:","другие интересные товары:"
"Billing Address","Плательщик"
"Billing Information","Плательщик"
"Billing Information - %s","Информация о плательщике «%s»"
"Cancel Coupon","убрать промокод"
"Cannot add item to the shopping cart.","Невозможно добавить товар в корзину."
"Cannot add the item to shopping cart","Невозможно добавить товар в корзину"
"Cannot add the item to shopping cart.","Невозможно добавить товар в корзину."
"Cannot apply the coupon code.","К сожалению, при использовании промокода произошёл сбой. Если Вы хотите использовапть промокод — подалуйста, оформите заказ по телефону."
"Cannot configure product.","Невозможно настроить товар."
"Cannot open the overview page","Невозможно открыть страницу описания"
"Cannot process the item.","Невозможно обработать позицию."
"Cannot remove the item.","Невозможно удалить позицию."
"Cannot update shopping cart.","Невозможно пересчитать корзину."
"Cannot update the item.","Невозможно обновить позицию."
"Card Verification Number Visual Reference","Код проверки подлинности карты"
"Cart","Корзина"
"Cart Product Api","<текст не используется в системе>"
"Cart Subtotal","Стоимость"
"Cart Subtotal:",""
"Order Total","Итого"
"Change","изменить"
"Change Billing Address","Изменить платёжные реквизиты"
"Checkbox Text","Текст для галочки"
"Checkout","Оформить заказ"
"Checkout Conditions","Условия продажи"
"Checkout Method","Представление"
"Checkout Options","Параметры оформления заказа"
"Checkout Progress Wrapper","Wrapper. Стадия оформления"
"Checkout Section","Раздел заказа"
"Checkout Terms and Conditions","Условия продажи"
"Checkout as Guest","оформить заказ без регистрации"
"Checkout as a Guest or Register","Впервые в нашем магазине?"
"Checkout with Multiple Addresses","несколько получателей заказа?"
"City","Город"
"Clear Shopping Cart","Опустошить"
"Click <a href=""%s"" onclick=""this.target='_blank'"">here to print</a> a copy of your order confirmation.","<a href=""%s"" onclick=""this.target='_blank'"">распечатать подтверждение заказа</a>."
"Click <a href=""%s"">here</a> to continue shopping.","<a href=""%s"">вернуться в каталог товаров</a>"
"Close","Закрыть"
"Company","Организация"
"Condition Name","Название условия"
"Configurable Product Image","Изображение настраиваемого товара"
"Configure Cart Item","Настроить позицию в корзине"
"Confirm Password","Пароль повторно"
"Content","Содержимое"
"Content Height","Высота содержимого"
"Content Height (css)","Высота содержимого (CSS)"
"Continue","Продолжить"
"Continue Shopping","вернуться в каталог"
"Continue to Billing Information","указать способ оплаты"
"Continue to Review Your Order","Перейти к просмотру Вашего заказа"
"Continue to Shipping Information","всё верно, оформить заказ"
"Country","Страна"
"Coupon code ""%s"" is not valid.","Промокод: «%s» недействителен. Может, Вы неправильно его написали?"
"Coupon code ""%s"" was applied.","Промокод «%s» использован."
"Coupon code was canceled.","Промокод убран."
"Create an account","запомнить для будущих покупок"
"Create Billing Address","Добавить платёжные реквизиты"
"Create Shipping Address","Новый адрес"
"Create an order from shopping cart","Создать заказ из корзины покупок"
"Create shopping cart","Создать корзину"
"Customer Information","Данные покупателя"
"Customer's information","Данные покупателя"
"Data saving problem","Проблема сохранения данных"
"Default Billing","Способ оплаты по умолчанию"
"Default Shipping","Основной способ доставки"
"Delete","удалить"
"Delete Condition","Удалить условие"
"Details","Подробно"
"Disabled","Отключено"
"Discount Codes","Промокод"
"Display Cart Summary","Отображение резюме корзины"
"Display Shopping Cart Sidebar","Отображать боковую панель корзины покупок"
"Display item quantities","Показывать количество товаров"
"Display number of items in cart","Показывать количество позиций в корзине"
"Display number of items in wishlist","Показывать количество записей в плане покупок"
"Easy access to your order history and status","даст доступ в личный кабинет"
"Edit","изменить"
"Edit Address","Изменить адрес"
"Edit Billing Address","Изменить платёжные реквизиты"
"Edit Items","изменить"
"Edit Shipping Address","Изменить адрес доставки"
"Edit Terms and Conditions","Изменение «Условий продажи»"
"Edit Your Cart","забыли добавить товар?"
"Edit item","Изменить позицию"
"Edit item parameters","Изменить параметры позиции"
"Email Address","Адрес электронной почты"
"Empty Cart","Опустошить"
"Enable Onepage Checkout","Включить одностраничный заказ"
"Enable Terms and Conditions","Требовать от покупателей согласия с «Условиями продажи»"
"Enabled","Включено"
"Enter a New Address","новый адрес..."
"Enter your coupon code if you have one.","имеете промокод?"
"Enter your destination to get a shipping estimate.","Укажите пункт доставки:"
"Estimate","Узнать"
"Estimate Shipping and Tax","Узнать стоимость доставки"
"Excl. Tax","без налогов"
"Fast and easy check out","ускорит повторные покупки"
"Fax","Факс"
"Forgot an Item?",""
"Forgot your password?","Забыли пароль?"
"Get a Quote","узнать стоимость"
"Grand Total:","стоимость заказа:"
"Grouped Product Image","Изображение группы однотипных товаров"
"HTML","HTML"
"ID","№"
"Incl. Tax","с налогами"
"Invalid method: %s","Неизвестный системе способ оформления заказа: «%s»"
"Invalid shipping method.","Пожалуйста, выберите способ доставки."
"Item not found or already ordered","Товар не найден или уже заказан"
"Items","Товары"
"item in cart.",""
"items in cart.",""
"Load customer quote error","Ошибка во время загрузки итоговой информации о заказе"
"Loading next step...","Подождите..."
"Login","Войти в личный кабинет"
"Manage Checkout Terms and Conditions","Настройка условий продажи"
"Maximum Display Recently Added Item(s)","Максимальное количество последних добавленных позиций для показа"
"Maximum qty allowed for Shipping to multiple addresses is %s","Максимальное количество товара, разрешённое к доставке по нескольким адресам: %s"
"Move to Wishlist","Отложить в план покупок"
"Move to wishlist","отложить на потом"
"Multishipping Checkout","Multishipping Checkout"
"Multishipping Checkout Address (Any) Form","Multishipping Checkout Address (Any) Form"
"Multishipping Checkout Billing Address Creation","Multishipping Checkout Billing Address Creation"
"Multishipping Checkout Billing Address Edit Form","Multishipping Checkout Billing Address Edit Form"
"Multishipping Checkout Billing Address Selection","Multishipping Checkout Billing Address Selection"
"Multishipping Checkout Billing Information Step","Multishipping Checkout Billing Information Step"
"Multishipping Checkout Customer Address Edit Form","Multishipping Checkout Customer Address Edit Form"
"Multishipping Checkout Overview","Multishipping Checkout Overview"
"Multishipping Checkout Shipping Address Creation","Multishipping Checkout Shipping Address Creation"
"Multishipping Checkout Shipping Address Edit Form","Multishipping Checkout Shipping Address Edit Form"
"Multishipping Checkout Shipping Address Selection","Multishipping Checkout Shipping Address Selection"
"Multishipping Checkout Shipping Information Step","Multishipping Checkout Shipping Information Step"
"Multishipping Checkout Success","Multishipping Checkout Success"
"My Cart","Корзина"
"My Cart (%s item)","Корзина (%s шт.)"
"My Cart (%s items)","Корзина (%s шт.)"
"My Cart Link","Ссылка на мою корзину"
"New Address","Новый адрес"
"New Condition","Новое условие"
"Not Now","Не сейчас"
"Now in your cart <a href=""%s"">1 item</a>","<a href=""%s"">товаров в корзине: 1</a>"
"Now in your cart <a href=""%s"">%s items</a>","<a href=""%s"">товаров в корзине: %s</a>"
"One Page Checkout","One Page Checkout"
"One Page Checkout Failure","One Page Checkout Failure"
"One Page Checkout Overview","One Page Checkout Overview"
"One Page Checkout Success","One Page Checkout Success"
"Order #","Заказ #"
"Order Review","Подтверждение заказа"
"Order Success","Заказ успешно оформлен"
"Other Items in Your Order","Другие товары заказа"
"Password","Пароль"
"Payment Failed Email Reciever","Получатель"
"Payment Failed Email Sender","Отправитель"
"Payment Failed Emails","Получатели сообщения о неудавшемся платеже"
"Payment Failed Template","Шаблон сообщения о неудавшемся платеже"
"Payment Information","Информация об оплате"
"Payment Method","Способ оплаты"
"Payment method is not defined","Укажите способ оплаты"
"Payment profile # %s: ""%s"".","Профиль оплаты # %s: «%s»."
"Place Order","Оформить заказ"
"Please agree to all Terms and Conditions before placing the order.","Подтвердите согласие с условиями продажи."
"Please agree to all Terms and Conditions before placing the orders.","Подтвердите согласие с условиями продажи."
"Please agree to all the terms and conditions before placing the order.","Подтвердите согласие с условиями продажи."
"Please check shipping address information.","Адрес доставки указан не совсем правильно.
Пожалуйста, исправьте его.
Если данное сообщение после исправления адреса будет повторяться — свяжитесь с администратором магазина по телефону, он поможет Вам оформить заказ."
"Please log in below:","Вход:"
"Please select region, state or province","Выберите область (край, республику)"
"Please select shipping address for applicable items","Вы можете указать свой адрес доставки для каждой позиции заказа"
"Please select shipping methods for all addresses","Укажите способ доставки для каждого адреса доставки"
"Please specify shipping method.","Укажите способ доставки."
"Price","Цена"
"Proceed to Checkout","Оформить заказ"
"Product","Товар"
"Product Name","товар"
"Products","Товары"
"Qty","Количество"
"Qty:","Количество:"
"Quantity was recalculated from %d to %d","Количество было обновлено с %d на %d"
"Quote Lifetime (days)","Время жизни квоты (дней)"
"Quote item does not exist.","Quote item does not exist."
"Quote item is not found.","Quote item is not found."
"Recently added item(s)","недавно добавили:"
"Register","оформить заказ с регистрацией"
"Register and save time!","регистрация:"
"Register to Create an Account","Зарегистрируйтесь для создания учётной записи"
"Register with us for future convenience:",""
"Remove","Удалить"
"Remove Item","Удалить позицию"
"Remove This Item","Удалить позицию"
"Remove item","Удалить позицию"
"Remove product from shopping cart","Удалить товар из корзины покупок"
"Remove product(s) from shopping cart","Удалить товары из корзины покупок"
"Retrieve information about shopping cart","Содержимое корзины"
"Review Order","Обзор заказа"
"Review Order - %s","Обзор заказа «%s»"
"Sales","Продажи"
"Save Condition","сохранить условие"
"Save in address book","сохранить в адресной книге"
"Select Address","Выберите адрес"
"Select Addresses","Выберите адреса"
"Select Shipping Method","Укажите способ доставки"
"Select State/Province...","Выберите область..."
"Select a billing address from your address book or enter a new address.","Плательщик"
"Select a shipping address from your address book or enter a new address.","Адрес доставки"
"Send Payment Failed Email Copy Method","Способ отправки копии"
"Send Payment Failed Email Copy To","Получатели копии"
"Send To","Получатель"
"Separate by "","".","Разделитель «,»."
"Set customer for shopping cart","Привязать покупателя к корзине"
"Set customer's addresses in shopping cart","Указать адрес для корзины"
"Ship to Multiple Addresses","Доставить заказ на несколько адресов"
"Ship to different address","доставить по другому адресу"
"Ship to this address","доставить по этому адресу"
"Shipping Address","Адрес доставки"
"Shipping Information","Адрес доставки"
"Shipping Method","Способ доставки"
"Shipping Methods","Способы доставки"
"Shipping To","Доставить"
"Shipping information","Адрес доставки"
"Shipping method has not been selected yet","Система покажет стоимость доставки заказа после выбора Вами способа доставки"
"Shipping selection is not applicable.","Выбранная доставка не применима."
"Shoping Cart","Корзина"
"Shopping Cart","Корзина"
"Shopping Cart Sidebar","Корзина. Боковая панель"
"Shopping Cart Sidebar Extra Actions","Корзина. Боковая панель. Дополнительные действия"
"Shopping Cart is Empty","Корзина пуста"
"Show Content as","Показать содержимое как"
"Some of the requested products are not available in the desired quantity.","Некоторые запрошенные товары недоступны или в недостаточном количестве."
"Some of the requested products are unavailable.","Некоторые запрошенные товары недоступны."
"Some products quantities were recalculated because of quantity increment mismatch","Для некоторых товаров были изменены количества, так как количества не соответствовали указанному шагу"
"Sorry, no quotes are available for this order at this time.","<span class='p'>Чтобы узнать доступные для Вашего заказа варианты доставки — укажите подробный адрес доставки.</span><span class='p'>Если Вы уже указали адрес доставки, но варианты доставки так и не появились — пожалуйста, позвоните нам по телефону, и мы подберём индивидуальный вариант доставки Вашего заказа.</span>"
"State/Province","Область, край, республика"
"Status","Состояние"
"Store View","Витрина"
"Street Address","Улица, дом, квартира / офис"
"Street Address %s","Адрес %s"
"Submitting order information...","Отправление информации о заказе..."
"Subtotal","стоимость"
"Subtotal must exceed minimum order amount","Чтобы оформить заказ, Вам надо набрать товаров на сумму выше установленной минимальной"
"Telephone","Телефон"
"Terms and Conditions","Условия продажи"
"Terms and Conditions Information","Настройки «Условий продажи»"
"Terms and conditions","Условия продажи"
"Text","Текст"
"Thank you for your purchase!","Спасибо за покупку!"
"The condition has been deleted","Условие удалено."
"The condition has been saved.","Условие сохранено."
"The onepage checkout is disabled.","Одностраничный заказ отключен."
"The product could not be found.","Товар не найден."
"The product does not exist.","Товар больше не существует."
"There are <a href=""%s"">%s items</a> in your cart.","<a href=""%s"">Товаров: <strong>%s</strong></a>."
"There are <a href=""%s"">%s items</a> in your shopping cart.","<a href=""%s"">Товаров: <strong>%s</strong></a>"
"There is <a href=""%s"">1 item</a> in your cart.","<a href=""%s"">Товаров: <strong>1</strong></a>."
"There is <a href=""%s"">1 item</a> in your shopping cart.","<a href=""%s"">Товаров: <strong>1</strong></a>."
"There was an error processing your order. Please contact us or try again later.","Во время обработки заказа произошла ошибка. Пожалуйста, попробуйте позже или свяжитесь с администрацией."
"This condition no longer exists.","Условие больше не существует."
"Total","Всего"
"Totals","Итого"
"Total for this address","итого для данного адреса"
"Unable to set Payment Method.","При сохранении информации о способе оплаты произошёл сбой."
"Unit Price","Цена за шт."
"Update Cart","Пересчитать"
"Update Qty &amp; Addresses","применить"
"Update Shopping Cart","Пересчитать"
"Update Total","обновить полную стоимость заказа"
"Use Billing Address","Использовать адрес плательщика"
"View All","Корзина"
"View all items in your shopping cart","Все товары в Вашей корзине"
"View Cart","Корзина"
"View cart & checkout","Оформить заказ"
"View cart &amp; checkout","Оформить заказ"
"View Shopping Cart","Корзина"
"We are processing your order and you will soon receive an email with details of the order. Once the order has shipped you will receive another email with a link to track its progress.","Мы обрабатываем Ваш заказ.<br/>Мы выслали Вам письмо-подтверждение с подробной информацией о заказе.<br/>После передачи заказа в службу доставки мы сообщим Вам об этом дополнительным письмом."
"What's this?","что это?"
"You have no items in your shopping cart.","Ваша корзина пуста."
"You will receive an order confirmation email with details of your order and a link to track its progress.","Вы получите письмо по электронной почте с подробной информацией о заказе и ссылкой на страницу, на которой можно проверить текущее состояние заказа."
"Your Checkout Progress","Параметры заказа"
"Your billing agreement # is: %s.","Номер Вашего соглашения с PayPal о безакцептном списании: %s"
"Your order # is: %s.","Номер Вашего заказа: %s."
"Your order has been received","Ваш заказ принят"
"Your order has been received.","Ваш заказ принят."
"Your order number is ","Номер Вашего заказа "
"Your recurring payment profiles:","Ваши подписки"
"Zip/Postal Code","Почтовый индекс"
"osCommerce Orders","Заказы osCommerce"
