"""%s"" contains not only digit characters.","«%s» содержит не только цифровые символы."
"""%s"" does not fit the entered date format.","«%s» не подходит для введённого формата даты."
"""%s"" exceeds the allowed file size.","«%s» превышает разрешённый размер файла."
"""%s"" exceeds the allowed length.","«%s» превышает разрешённую длину."
"""%s"" has not only alphabetic and digit characters.","«%s» содержит не только буквы и цифры."
"""%s"" has not only alphabetic characters.","«%s» содержит не только буквы."
"""%s"" height exceeds allowed value of %s px.","«%s» высота превышает разрешённое значение в %s px."
"""%s"" invalid type entered.","«%s» введён неверный тип."
"""%s"" is a required value.","«%s» — это обязательное значение."
"""%s"" is an empty string.","«%s» является пустой строкой."
"""%s"" is not a valid URL.","«%s» — неправильный URL."
"""%s"" is not a valid date.","«%s» — неправильная дата."
"""%s"" is not a valid email address.","«%s» — неправильный адрес электронной почты."
"""%s"" is not a valid file","«%s» — неправильный файл"
"""%s"" is not a valid file extension.","«%s» не правильное расширение."
"""%s"" is not a valid file.","«%s» — неправильный файл."
"""%s"" is not a valid hostname.","«%s» — недопустимое имя сервера."
"""%s"" is not a valid image format","«%s» — неправильный формат изображения"
"""%s"" length must be equal to or greater than %s characters.","«%s» длина должна быть равна или больше чем %s символов."
"""%s"" length must be less than or equal to %s characters.","«%s» длина должна быть меньше или равна %s символам."
"""%s"" width exceeds allowed value of %s px.","«%s» ширина превышает разрешённое значение в %s px."
"* Required Fields","* обязательные поля"
"A new password has been sent.","Новый пароль был отправлен."
"ALL GROUPS","Все категории"
"Account","Кабинет"
"Account Dashboard","Сводка"
"Account Information","Учётная запись"
"Account Sharing Options","Область учёта покупателей"
"Account confirmation is required. Please, check your e-mail for confirmation link. To resend confirmation email please <a href=""%s"">click here</a>.","Требуется подтверждение учётной записи. Ссылка для подтверждения была выслана на указанный адрес электронной почты. Чтобы выслать ссылку повторно нажмите <a href=""%s"">сюда</a>."
"Account confirmation is required. Please, check your email for the confirmation link. To resend the confirmation email please <a href=""%s"">click here</a>.","Требуется подтверждение учётной записи. Ссылка для подтверждения была выслана на указанный адрес электронной почты. Чтобы выслать ссылку повторно нажмите <a href=""%s"">сюда</a>."
"Action","действие"
"Associate to Website","Прикрепить к сайту"
"Add New Address","Новый адрес"
"Add New Customer","добавить покупателя"
"Add New Customer Group","новая категория..."
"Added From","Добавлено из"
"Additional Address Entries","Дополнительные адреса"
"Address","Адрес"
"Address Book","Адреса"
"Address Books","Адресные книги"
"Address Information","Адрес"
"Address Templates","Шаблоны адресов"
"Addresses","Адреса"
"Admin","Интерфейс администратора"
"All","Все"
"All Store Views","Все витрины"
"All countries","любая"
"Always optional.","Всегда необязательно"
"Amount","Сумма"
"An error occurred while deleting the address.","При удалении адреса покупателя произошёл сбой."
"An error occurred while retrieving the option value: %s.","При импорте информации о покупателе произошёл сбой: «%s»."
"An error occurred while saving the collection, aborting. Error: %s","При сохранении импортированной информации о покупателе произошёл сбой: «%s»."
"An invalid option ID is specified for %s (%s), skipping the record.","Указан неверный идентификатор параметра %s (%s), пропуск записи."
"Approved","Одобрен"
"Are you sure that you want to remove this item?","Вы действительно хотите удалить эту позицию?"
"Are you sure you want to cancel adding of this address?","Вы действительно хотите отменить добавление этого адреса?"
"Are you sure you want to delete this address?","Вы действительно хотите удалить этот адрес?"
"Are you sure?","Вы уверены?"
"Array of Entity collections is expected.","Должен быть указан массив коллекций."
"Assign a Customer Group","Назначить покупателям категорию"
"Attribute object is undefined","Объект свойств не определён"
"Average Sale","Средние продажи"
"Back","вернуться на шаг назад"
"Back - link to the previously viewed page","Вернуться - ссылка на предыдущую страницу"
"Back to Login","Не надо, я вспомнил свой пароль"
"Bad request.","Неверный запрос."
"Bill to Name","Плательщик"
"Bought From","Куплено из"
"By creating an account with our store, you will be able to move through the checkout process faster, store multiple shipping addresses, view and track your orders in your account and more.","Регистрация упростит Вам повторные покупки в нашем магазине."
"CSV","CSV"
"Cancel","отменить"
"Cannot save address.","Невозможно сохранить адрес."
"Cannot save the customer.","При сохранении покупателя произошёл сбой."
"Cannot share customer accounts globally because some customer accounts with the same emails exist on multiple websites and cannot be merged.","Система не в состоянии сделать единой область учёта покупателей, потому что в разных Ваших магазинах зарегистрированы покупатели с одними и теми же адресами электронной почты, и у системы не получилось объединить регистрационные данные одного и того же покупателя из разных магазинов в единую учётную запись."
"Change Account Password","Изменить пароль учётной записи"
"Change Billing Address","изменить"
"Change Password","Изменить пароль"
"Change Shipping Address","изменить"
"City","Город"
"Company","Компания"
"Config","Настройки"
"Configure","Настроить"
"Confirm New Password","Введите новый пароль повторно"
"Confirm Password","Пароль повторно"
"Confirmation Link Email","Шаблон проверочного письма"
"Confirmed","Подтверждён"
"Contact Information","Получатель"
"Continue Shopping","вернуться в каталог"
"Country","страна"
"Create","Создать"
"Create New Account Options","Регистрация"
"Create New Customer Account","Регистрация в магазине"
"Create Order","Создать заказ"
"Create an Account","Регистрация"
"Create customer","Зарегистрировать покупателя"
"Create customer address","добавить адрес..."
"Created At","Дата регистрации"
"Current Password","Текущий пароль"
"Customer","Покупатель"
"Customer Account Edit Form","Заполнение регистрационных данных покупателя"
"Customer Account Login Form","Форма авторизации покупателя"
"Customer Account Logout Success","Сообщение о выходе покупателя из системы"
"Customer Account Registration Form","Регистрационная форма покупателя"
"Customer Addresses","Адреса покупателя"
"Customer Api","Прикладной программный интерфейс для работы с покупателями"
"Customer Configuration","Параметры учёта"
"Customer Forgot Password Form","Учётная запись покупателя - Форма восстановления пароля"
"Customer Group","Категория покупателей"
"Customer Groups","Категории покупателей"
"Customer Information","Данные покупателя"
"Customer Login","Вход в систему"
"Customer My Account (All Pages)","Личный кабинет покупателя"
"Customer My Account Address Book","Личный кабинет покупателя - Адресная книга"
"Customer My Account Address Edit Form","Личный кабинет покупателя - Форма редактирования адреса"
"Customer Since","дата регистрации"
"Customer View","Сводка"
"Customer collection expected.","При обработке данных произошёл сбой. система ожидает объект класса Mage_Customer_Model_Entity_Customer_Collection"
"Customer email is required.","Укажите адрес электронной почты покупателя."
"Customer website ID must be specified when using the website scope.","Системе задана раздельная для каждого сайта область учёта покупателей, однако покупатель не привязан ни к одному сайту. Укажите для покупателя сайт."
"Customer will stay on the current page if ""No"" is selected.","Если Вы укажете значение «Нет», то после авторизации система не будет перенаправлять покупателя в его личный кабинет, а вернёт его на ту страницу, где он был до авторизации."
"Customers","Покупатели"
"Customers Login","Для постоянных клиентов"
"Customers Only","показать только зарегистрированных в системе покупателей"
"Customers Section","Раздел «Покупатели»"
"DD","День (DD)"
"Date","Дата"
"Date Added","Добавлен "
"Date of Birth","Дата рождения"
"Day","День"
"Days in Wishlist","Сколько дней данный товар находится в плане покупок"
"Default Addresses","Основной адрес"
"Default Billing Address","Плательщик"
"Default Email Domain","Домен для почтового адреса-заглушки"
"Default Group","К какой категории причислять зарегистрировавшихся покупателей?"
"Default Shipping Address","Доставка"
"Default Welcome Email","Шаблон отсылаемого покупателю после успешной регистрации письма в том случае, когда подтверждения покупателем своего адреса электронной почты не требуется"
"Delete","Удалить"
"Delete Address","удалить"
"Delete Customer","Удалить покупателя"
"Delete Customer Group","Удалить категорию покупателей"
"Delete customer","Удалить покупателя"
"Delete customer address","Удалить адрес покупателя"
"Deleted Stores","Удалённые магазины"
"Details","Подробности"
"Disabled","Отключено"
"Edit","изменить"
"Edit Account Info","Учётная запись"
"Edit Account Information","Учётная запись"
"Edit Address","изменить"
"Edit Address Entry","Изменение адреса"
"Edit Customer Group ""%s""","Категория покупателей: «%s»"
"Edit Customer Groups","Настройка категории покупателей"
"Edit Customer's Address","Адрес покупателя"
"Edit Group","Настройка категории покупателей"
"Edit Newsletters","Настроить подписку"
"Email","Адрес электронной почты"
"Email Address","Адрес электронной почты"
"Email Sender","От чьего лица должны отсылаться письма?"
"Email:","Email:"
"Enable CAPTCHA on Frontend","Включить CAPTCHA для формы авторизации покупателя в личном кабинете?"
"Entity collection is expected.","Требуется коллекция связей."
"Entity instance is not defined","Экземпляр связей не определён"
"Entity object is undefined","Объект связей не определён"
"Excel XML","Excel XML"
"Failed to confirm customer account.","Не удалось подтвердить учётную запись покупателя."
"Faster checkout","Оформлять заказ быстрее"
"Fax","Факс"
"First Name","Имя"
"Forgot Email Sender","Отправитель"
"Forgot Email Template","Шаблон"
"Forgot Password","Инструкция по восстановлению пароля"
"Forgot Your Password","Восстановление доступа к личному кабинету"
"Forgot Your Password?","Забыли пароль?"
"Form code is not defined","Код формы не указан"
"From your My Account Dashboard you have the ability to view a snapshot of your recent account activity and update your account information. Select a link below to view or edit information.","С помощью панели управления у Вас есть возможность просматривать краткий обзор активности учётной записи и обновлять информацию о ней. Выберите ссылку для просмотра или редактирования информации."
"Gender","Пол"
"General Subscription","Основные новости магазина"
"Generate Human-Friendly Customer ID","Позволить сторонним модулям переопределять алгоритм формирования идентификаторов покупателей?"
"Global","единая для всех сайтов"
"Grand Total","Итого"
"Group","категория покупателей"
"Group Information","Параметры категории"
"Group Name","название"
"Guest","Гость (анонимный посетитель)"
"HTML","HTML"
"Hello, %s!","Здравствуйте, %s!"
"ID","№"
"IP Address","IP адрес"
"If there is an account associated with %s you will receive an email with a link to reset your password.","Инструкция по смене пароля выслана по адресу «%s»."
"If you have an account with us, please log in.",""
"Invalid attribute option specified for attribute %s (%s), skipping the record.","Указан неверный параметр для свойства %s (%s), пропуск записи."
"Invalid attribute set specified, skipping the record.","Указан ннеизвестный системе прикладной тип товаров, поэтому система пропускает текущую строку испортируемых данных."
"Invalid current password","Пароль, указанный в качестве текущего — неверен"
"Invalid customer data","Данные покупателя забракованы системой"
"Invalid email address.","Система сочла указанный Вами адрес электронной почты недопустимым."
"Invalid login or password.","Адрес электронной почты и пароль не подходят друг к другу."
"Invalid store specified, skipping the record.","Указан неверный магазин, пропуск записи."
"Last Activity","Последняя активность"
"Last Date Subscribed","Последняя дата подписки"
"Last Date Unsubscribed","Последняя дата отмены подписки"
"Last Name","Фамилия"
"Last URL","Последний URL"
"Leave empty for default (15 minutes).","Оставьте пустым для значения по умолчанию (15 минут)."
"Leave empty for default (2). Valid range: 1-4","Оставьте пустым для значения по умолчанию (2). Диапазон возможных значений : 1-4"
"Lifetime Sales","Объём продаж"
"Log In","Войти"
"Log Out","Выйти"
"Login","Войти в личный кабинет"
"Login Information","Придумайте пароль к магазину"
"Login Options","Параметры авторизации"
"Login and password are required.","Необходимо указать адрес электронной почты и пароль."
"Login or Create an Account",""
"M.I.","M.I."
"MM","Месяц (MM)"
"Manage Addresses","все адреса"
"Manage Customers","Покупатели"
"Middle Name/Initial","Отчество"
"Missing email, skipping the record.","Отсутствует email, пропуск записи."
"Missing firstname, skipping the record.","Отсутствует имя, пропуск записи."
"Missing lastname, skipping the record.","Отсутствует фамилия, пропуск записи."
"Month","Месяц"
"My Account","Личный кабинет"
"My Dashboard","Сводка"
"My Orders","Заказы"
"Name","Имя"
"Name and Address Options","Параметры для имени и адреса"
"Never","Никогда"
"New account","Новая учётная запись"
"New account confirmation key","Код подтверждения новой учётной записи"
"New account confirmed","Новая учётная запись подтверждена"
"New Address","Новый адрес"
"New Address Entry","Запись нового адреса"
"New Customer","Регистрация в магазине"
"New Customer Address","Новый адрес покупателя"
"New Customer Group","Новая категория покупателей"
"New Customer Groups","Новая категория покупателей"
"New Customers","Впервые в нашем магазине?"
"New Group","Новая группа"
"New Password","Новый пароль"
"New Here?","Впервые в нашем магазине?"
"New password","Новый пароль"
"New password field cannot be empty.","Поле Новый пароль не может быть пустым."
"Newsletter","Рассылка"
"Newsletter Finish","Конец письма"
"Newsletter Information","Информация о письме"
"Newsletter Received","Письмо получено"
"Newsletter Start","Начало письма"
"Newsletter Subscription","Уведомления"
"Newsletters","Новости магазина"
"No","нет"
"No Items Found","Элементы не обнаружены"
"No Newsletter Found","Информационных бюллетеней нет"
"No customer collections found","Укажите коллекции покупателей"
"No item specified.","Не указан элемент."
"Not Sent","Не отправлено"
"Not confirmed, can login","Не подтверждён, можно входить в систему"
"Not confirmed, cannot login","Не подтверждён, нельзя входить в систему"
"Number of Lines in a Street Address ","Число строк в адресе улицы "
"Offline","Не в сети"
"Online","В сети"
"Online Customers","Кто сейчас в магазине?"
"Online Customers Options","Настройки функции «Кто сейчас в магазине?»"
"Online Minutes Interval","Интервал в минутах"
"Order #","Заказ #"
"Order Total","Итог заказа"
"Orders","Заказы"
"PDF","PDF"
"Password","Пароль"
"Password Management","Управление паролём"
"Password Options","Параметры пароля"
"Password forgotten","Забытый пароль"
"Password:","Пароль:"
"Paused","Приостановлено"
"Pending","В очереди"
"Per Website","независимая для каждого сайта"
"Personal Information","Представьтесь"
"Please enter the last name.","Укажите фамилию."
"Please enter the first name.","Укажите имя."
"Please enter the street.","Укажите улицу."
"Please enter the city.","Укажите город."
"Please enter the following information to create your account.","Пожалуйста, заполните все поля:"
"Please enter the telephone number.","Укажите номер телефона."
"Please enter the zip/postal code.","Укажите почтовый индекс."
"Please enter the country.","Укажите страну."
"Please enter the state/province.","Укажите область / край / республику"
"Please enter your email address below. You will receive a link to reset your password.","Введите адрес электронной почты, указанный Вами ранее при регистрации в нашем магазине.<br/>Мы отправим по этому адресу специальную ссылку для восстановления пароля."
"Please enter your email below and we will send you a new password.","Введите адрес электронной почты, указанный Вами ранее при регистрации в нашем магазине.<br/>Мы отправим по этому адресу Ваш новый пароль."
"Please enter your email below and we\'ll send you confirmation link for it.","Укажите адрес Вашей электронной почты для получения кода подтверждения."
"Please enter your email.","Пожалуйста, введите адрес Вашей электронной почты."
"Please make sure your passwords match.","Укажите одно и то же значение в обоих полях для пароля."
"Please select","Выберите"
"Please select region, state or province","-- область --"
"Please, check your email for confirmation key.","Код подтверждения выслан на адрес Вашей электронной почты."
"Prefix","Обращение"
"Prefix Dropdown Options","Обращение (выпадающий список)"
"Price","Цена"
"Product","Товар"
"Product ID","№ товара"
"Product Name","Название товара"
"Product Reviews","Отзывы о товаре"
"Product Tags","Пометки товара"
"Purchase On","Куплен"
"Purchased At","Куплен на"
"Qty","Количество"
"Recent Orders","Последние заказы"
"Records for %s store found.","Найдены записи для магазина %s."
"Redirect Customer to Account Dashboard after Logging in","Перенаправить покупателя в личный кабинет магазина после авторизации"
"Refunded","Возвращено"
"Register","Регистрация"
"Registered Customers","Покупали ранее?"
"Registration is free and easy!","Регистрация позволит Вам:"
"Remind Password","Новый пароль"
"Remove","Удалить"
"Require Emails Confirmation","Требовать ли при регистрации подтверждения адреса алектронной почты?"
"Retrieve address data","Получить данные адреса"
"Retrieve address info","Получить информацию об адресе"
"Retrieve customer addresses","Получить адреса покупателя"
"Retrieve customer data","Получить данные покупателя"
"Retrieve customer groups","Получить категории покупателей"
"Retrieve customer info","Получить информацию о покупателях"
"Retrieve customers","Получить покупателей"
"Retrieve your confirmation link here","Получите Ваш код подтверждения по электронной почте здесь"
"Retrieve your password here","Восстановление пароля"
"SKU","Артикул"
"Sales Statistics","Статистика продаж"
"Save","сохранить и вернуться"
"Save Address","сохранить адрес"
"Save Customer","сохранить покупателя"
"Save Customer Group","сохранить категорию покупателей"
"Save multiple shipping addresses","Использовать при оформлении новых заказов ранее указанные адреса доставки"
"Save Password","сохранить пароль"
"Save and Continue Edit","сохранить и остаться"
"Saved %d record(s)","Сохранено записей %d"
"Semicolon (;) separated values.<br/>Put semicolon in the beginning for empty first option.<br/>Leave empty for open text field.","Значения, разделённые точкой с запятой (;).<br/>Поместите точку с запятой в начале строки для пустого первого параметра.<br/>Оставить пустым для открытого текстового поля."
"Send From","Отправить от"
"Send Welcome Email","Уведомить о регистрации по почте?"
"Send Welcome Email after Confirmation","Отправить письмо с приветствием после подтверждения"
"Send auto-generated password","пусть пароль создаст система"
"Send confirmation link","Отправить ссылку подтверждения"
"Sending","Отправляется"
"Sent","Отправлено"
"Session Start Time","Время начала сеанса"
"Set as Default Billing Address","Установить адресом плательщика по умолчанию"
"Set as Default Shipping Address","Установить адресом доставки по умолчанию"
"Share Customer Accounts","Область учёта покупателей"
"Shipped to First Name","Доставлено на имя"
"Shipped to Last Name","Доставлено на фамилию"
"Shipped to Name","Отгружено на имя"
"Shopping Cart","Корзина"
"Shopping Cart - %d item(s)","Корзина - %d шт."
"Show Date of Birth","Показывать дату рождения"
"Show Gender","Показывать пол"
"Show Middle Name (initial)","Показывать отчество"
"Show Prefix","Показывать ли перед именем обращение Г-н/Г-жа?"
"Show Suffix","Показывать суффикс"
"Show Tax/VAT Number","Показывать номер плательщика НДС (ИНН)"
"Sign Up","Регистрация"
"Sign Up for Newsletter","Получать по почте новости магазина"
"Skipping import row, required field ""%s"" is not defined.","Пропуск строки, не определено обязательное поле «%s»."
"Skipping import row, website ""%s"" field does not exist.","Пропуск строки, не определено поле для сайта «%s»."
"State/Province","Область"
"Status","Состояние"
"Store","Магазин"
"Store View","Витрина"
"Street Address","Улица"
"Street Address ","Улица "
"Street Address %s","Улица %s"
"Subject","Тема"
"Submit","Подтвердить"
"Subscribe to Newsletter","Подписать на новости"
"Subscribed to Newsletter?","Уже подписаны на новости?"
"Suffix","Суффикс"
"Suffix Dropdown Options","Суффикс (выпадающий список)"
"Tag Name","Название пометки"
"Tax Class","Налоговая группа"
"Tax/VAT number","ИНН"
"Tax/VAT Number","ИНН"
"Telephone","телефон"
"Text","Текст"
"Text One Line","Текст в одну строку"
"Thank you for registering with %s.","Благодарим за регистрацию на нашем сайте <span class=""hide"">%s</span>."
"The account information has been saved.","Данные учётной записи сохранены."
"The address does not belong to this customer.","Сбой системы: данный адрес не принадлежит текущему покупателю."
"The address has been deleted.","Адрес удалён."
"The address has been saved.","Адрес сохранён."
"The customer does not have default billing address.","Для данного покупателя не указаны стандартные платёжные реквизиты."
"The customer group has been deleted.","Категория покупателей удалена."
"The customer group has been saved.","Категория покупателей сохранена."
"The group ""%s"" cannot be deleted.","Система запрещает удалять категорию покупателей «%s», потому что эта категория является стандартной (используется по умолчанию)."
"The password must have at least 6 characters. Leading or trailing spaces will be ignored.","Пароль должен состоять не менее чем из 6-ти символов. Пробелы перед и после символов будут проигнорированы."
"The suffix that goes after name (Jr., Sr., etc.)","Суффикс используется после имени (Jr., Sr. и т.д.)"
"The title that goes before name (Mr., Mrs., etc.)","Для большинства российских интернет-магазинов эта опция не нужна.<br/>Однако для некоторых видов российских магазинов эта опция может иметь смысл. В частности, обращения часто используются в системах онлайн-покупки авиабилетов (например, у Аэрофлота): видимо, потому что там важно знать пол покупателя."
"There are no items in customer's wishlist at the moment","У этого покупателя отсутствует план покупок"
"There are no items in customer\'s shopping cart at the moment","Корзина этого покупателя пуста"
"There is already an account with this email address. If you are sure that it is your email address, <a href=""%s"">click here</a> to get your password and access your account.","Пользователь с этим адресом электронной почты уже регистрировался в нашем магазине. Если это были Вы, но пароль свой не помните, то <a href=""%s"">нажмите сюда</a> для восстановления пароля."
"This account is not confirmed.","Эта учётная запись не подтверждена."
"This account is not confirmed. <a href=""%s"">Click here</a> to resend confirmation email.","Эта учётная запись не подтверждена. Нажмите <a href=""%s"">сюда</a> для повторной отсылки письма с кодом подтверждения."
"This customer email already exists.","Нельзя зарегистрировать в системе данный адрес электронной почты, потому что он уже зарегистрирован в системе."
"This customer has no saved addresses.","У этого покупателя нет сохранённых адресов."
"This email address was not found in our records.","Указанный адрес электронной почты отсутствует в нашей базе данных."
"This email does not require confirmation.","Этот адрес элктронной почты не требует подтверждения."
"This email will be sent instead of default welcome email, after account confirmation.","Это письмо будет отправлено вместо письма с приветствием по умолчанию, после подтверждения учётной записи."
"This field is primarily used during admin Order creation. In this process, the email field is optional. If it is left blank, Magento will automatically generate an email address to associate to the Order. The format will be [Customer ID]@[Default Email Domain]. During this process there is a checkbox allowing you send an Email Order Confirmation.","Система использует этот домен для создания почтового адреса-заглушки в случае его отсутствия в момент регистрации. Почтовый адрес покупателя может отсутствовать в момент регистрации при создании заказа администратором магазина."
"This is My Default %s Address","Это мой адрес %s по умолчанию"
"To Cart","В корзину"
"Total","Сумма"
"Type","Тип"
"Unknown","Неизвестный"
"Unsubscribe from Newsletter","Отписать от новостей"
"Update","Обновить"
"Update customer address data","Обновить адресные данные покупателя"
"Update customer data","Обновить данные покупателя"
"Use as My Default %s Address","Использовать в качестве моего адреса %s по умолчанию"
"Use as My Default Billing Address","использовать для платёжных реквизитов"
"Use as My Default Shipping Address","это будет мой основной адрес доставки"
"Use as my default billing address","использовать для платёжных реквизитов"
"Use as my default shipping address","это будет мой основной адрес доставки"
"Validate VAT Number","проверить (только для стран Евросоюза)"
"View","Смотреть"
"View and track orders and more","Хранить историю Ваших заказов и отслеживать состояние новых заказов"
"View Order","Смотреть"
"Visitor","Посетитель"
"Visitors Only","Только для посетителей"
"Website","Сайт"
"Welcome Email","Шаблон отсылаемого покупателю письма после успешного подтверждения адреса электронной почты"
"Wishlist","План покупок"
"Wishlist - %d item(s)","План покупок: %d шт."
"Wrong confirmation key.","Неверный код подтверждения."
"Wrong customer account specified.","Покупатель с указанным идентификатором не найден в системе."
"Wrong email.","Указан неверный адрес электронной почты."
"Wrong transactional account email type.","Неверный тип транзакционного письма учётной записи."
"YYYY","Год (YYYY)"
"Year","Год"
"Yes","да"
"You are currently not subscribed to any newsletter.","В настоящее время Вы не подписаны на получение каких-либо новостей."
"You are currently not subscribed to our newsletter.","В настоящее время Вы не подписаны на получение каких-либо новостей."
"You are currently subscribed to 'General Subscription'.","В настоящее время Вы подписаны на 'Общую подписку'."
"You are currently subscribed to our newsletter.","В настоящее время Вы подписаны на рассылку новостей."
"You are now logged out","Сеанс работы завершён"
"You have logged out and will be redirected to our homepage in 5 seconds.","Сеанс работы завершён, через 5 секунд будете перенаправлены на главную страницу сайта."
"You have no additional address entries in your address book.","<a href='new/'>добавить адрес</a>"
"You have no additional entries in your address book.","В Вашей адресной книге нет дополнительных записей."
"You have no default billing address in your address book.","В Вашей адресной книге не указаны платёжные реквизиты, который будет использоваться по умолчанию."
"You have no default entries in your address book.","В Вашей адресной книге нет записей по умолчанию."
"You have no default shipping address in your address book.","В Вашей адресной книге не указан адрес доставки, который будет использоваться по умолчанию."
"You have not set a default billing address.","Вы не указали платёжные реквизиты по умолчанию."
"You have not set a default shipping address.","Вы не указали адрес доставки по умолчанию."
"You have placed no orders yet.","Вы ещё не оформляли заказы на нашем сайте."
"You have placed no products yet.","Вы ещё не размещали товары на нашем сайте."
"Your account balance is: %s","Баланс Вашего счёта: %s"
"ZIP","почтовый индекс"
"ZIP/Post Code","Почтовый индекс"
"Zip/Postal Code","Почтовый индекс"
"n/a","неизвестно"
"or","или"

